PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, AC09
Station name, KayakIsl__AK2007
Begin Date, 2007-08-26
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC09.pbo.igs08.pos
Offset from source file, 74.95 mm North, -84.06 mm East, 5.05 mm Vertical
Reference position, 59.8684791497 North Latitude, -144.5238475695 East Longitude, 368.88533 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-03-29,79.93, -150.91, 0.97, 1.58, 1.19, 4.68, rern6,
2013-03-30,81.09, -150.66, 0.00, 1.62, 1.21, 4.83, rern6,
2013-03-31,78.35, -151.78, -2.61, 1.47, 1.13, 4.44, rern6,
2013-04-01,78.80, -151.54, -3.36, 1.3, 0.98, 3.85, rern6,
2013-04-02,78.61, -152.19, -0.34, 1.3, 0.99, 3.86, rern6,
2013-04-03,79.25, -151.60, 0.22, 1.46, 1.11, 4.35, rern6,
2013-04-04,79.20, -152.68, -6.87, 2.37, 2.06, 7.57, rern6,
2013-04-05,78.20, -152.31, 3.01, 1.35, 1.01, 4.04, rern6,
2013-04-06,77.82, -152.06, 4.41, 1.4, 1.06, 4.2, rern6,
2013-04-07,78.55, -152.18, 4.05, 1.56, 1.16, 4.75, rern6,
2013-04-08,78.83, -152.02, 5.13, 1.5, 1.08, 4.46, rern6,
2013-04-09,77.67, -151.78, 4.73, 1.44, 1.08, 4.4, rern6,
2013-04-10,77.17, -151.89, 3.55, 2.18, 1.88, 6.66, rern6,
2013-04-11,78.21, -151.82, -1.79, 1.3, 0.97, 3.9, rern6,
2013-04-12,79.03, -152.24, -2.28, 1.3, 1, 4.01, rern6,
2013-04-13,78.90, -152.30, -4.12, 1.27, 0.97, 3.85, rern6,
2013-04-14,80.27, -152.31, -3.87, 1.35, 1.03, 4.09, rern6,
2013-04-15,79.78, -152.73, -5.58, 1.92, 1.65, 5.89, rern6,
2013-04-16,80.31, -153.03, -4.83, 1.61, 1.23, 4.88, rern6,
2013-04-17,79.85, -152.11, -5.89, 1.48, 1.12, 4.44, rern6,
2013-04-18,80.16, -152.82, -0.78, 1.35, 1.04, 4.12, rern6,
2013-04-19,80.61, -153.71, 1.37, 1.32, 1, 4.01, rern6,
2013-04-20,79.85, -153.49, -5.19, 2.03, 1.74, 6.07, rern6,
2013-04-21,79.67, -153.32, -7.21, 2.16, 1.83, 6.37, rern6,
2013-04-22,81.34, -153.71, -8.91, 2.34, 2, 6.84, rern6,
2013-04-23,81.77, -152.96, -2.89, 1.56, 1.16, 4.72, rern6,
2013-04-24,78.35, -153.13, -0.52, 2.77, 2.36, 7.79, rern6,
2013-04-25,79.87, -153.85, 2.18, 1.54, 1.16, 4.66, rern6,
2013-04-26,79.39, -154.28, 5.48, 1.49, 1.13, 4.53, rern6,
2013-04-27,80.01, -153.85, 3.54, 1.5, 1.13, 4.53, rern6,
2013-04-28,79.87, -153.37, 0.04, 1.44, 1.11, 4.35, rern6,
2013-04-29,80.00, -153.42, 0.29, 1.45, 1.1, 4.31, rern6,
2013-04-30,81.28, -154.27, 1.45, 1.55, 1.17, 4.68, rern6,
2013-05-01,82.11, -154.32, -1.21, 2.02, 1.44, 5.95, rern6,
2013-05-02,79.60, -153.78, 2.95, 1.44, 1.1, 4.34, rern6,
2013-05-03,80.28, -153.90, -3.13, 1.5, 1.12, 4.52, rern6,
2013-05-04,80.48, -154.66, -2.37, 1.69, 1.25, 5.14, rern6,
2013-05-05,79.84, -155.14, 2.55, 1.55, 1.21, 4.74, rern6,
2013-05-06,80.37, -156.42, 3.70, 1.5, 1.22, 4.54, rern6,
2013-05-07,80.52, -155.42, 0.55, 1.54, 1.19, 4.69, rern6,
2013-05-08,80.34, -154.16, -2.73, 1.49, 1.14, 4.52, rern6,
2013-05-09,81.15, -156.01, -3.15, 1.64, 1.24, 4.95, rern6,
2013-05-10,83.31, -155.76, -3.60, 1.8, 1.34, 5.48, rern6,
2013-05-11,83.04, -155.71, -1.40, 1.54, 1.18, 4.67, rern6,
2013-05-12,81.35, -156.16, 4.40, 1.63, 1.2, 4.87, rern6,
2013-05-13,82.44, -157.09, 7.91, 1.54, 1.12, 4.54, rern6,
2013-05-14,82.28, -156.86, 10.42, 1.63, 1.2, 4.84, rern6,
2013-05-15,81.83, -156.41, 6.96, 1.62, 1.19, 4.81, rern6,
2013-05-16,81.79, -156.80, 5.19, 1.49, 1.08, 4.38, rern6,
2013-05-17,82.33, -159.74, 5.31, 1.52, 1.11, 4.47, rern6,
2013-05-18,80.61, -156.43, 1.53, 1.68, 1.23, 5.02, rern6,
2013-05-19,82.73, -157.02, 0.24, 1.62, 1.16, 4.86, rern6,
2013-05-20,82.90, -155.78, -6.78, 1.54, 1.12, 4.61, rern6,
2013-05-21,82.68, -156.20, -3.45, 1.52, 1.14, 4.57, rern6,
2013-05-22,81.61, -154.99, 1.51, 1.8, 1.29, 5.45, rern6,
2013-05-23,81.95, -154.51, 1.05, 1.58, 1.15, 4.79, rern6,
2013-05-24,83.34, -155.45, 1.40, 1.66, 1.2, 5.01, rern6,
2013-05-25,82.58, -156.25, 2.30, 1.51, 1.1, 4.57, rern6,
2013-05-26,83.56, -157.41, 0.91, 1.68, 1.21, 5.1, rern6,
2013-05-27,83.33, -156.77, 6.60, 1.61, 1.15, 4.82, rern6,
2013-05-28,82.20, -156.69, 9.57, 1.54, 1.12, 4.62, rern6,
2013-05-29,82.41, -156.59, 9.45, 1.5, 1.08, 4.49, rern6,
2013-05-30,83.65, -157.67, 5.96, 1.45, 1.04, 4.32, rern6,
2013-05-31,83.00, -156.52, 1.43, 1.48, 1.07, 4.43, rern6,
2013-06-01,83.38, -157.49, 2.79, 1.86, 1.28, 5.27, rern6,
2013-06-02,83.17, -157.54, -1.19, 1.57, 1.13, 4.7, rern6,
2013-06-03,84.06, -157.62, 0.13, 1.57, 1.1, 4.69, rern6,
2013-06-04,83.28, -158.30, 4.66, 1.53, 1.08, 4.57, rern6,
2013-06-05,82.75, -158.23, 2.10, 1.5, 1.08, 4.48, rern6,
2013-06-06,84.54, -160.96, 1.69, 1.52, 1.09, 4.54, rern6,
2013-06-07,82.72, -158.43, 1.50, 1.58, 1.15, 4.8, rern6,
2013-06-08,83.77, -157.93, 5.91, 1.45, 1.03, 4.32, rern6,
2013-06-09,83.75, -158.38, -1.49, 1.43, 1.03, 4.29, rern6,
2013-06-10,83.14, -158.04, 2.44, 1.44, 1.06, 4.3, rern6,
2013-06-11,83.78, -157.71, 1.53, 1.39, 1.01, 4.14, rern6,
2013-06-12,83.38, -158.42, 2.12, 1.49, 1.08, 4.4, rern6,
2013-06-13,83.70, -158.06, 2.64, 1.41, 1.03, 4.21, rern6,
2013-06-14,84.16, -157.69, -0.01, 1.49, 1.08, 4.42, rern6,
2013-06-15,82.75, -156.42, 1.58, 1.4, 1.01, 4.15, rern6,
2013-06-16,83.52, -158.17, 4.63, 1.35, 0.98, 4.05, rern6,
2013-06-17,83.61, -158.19, 6.67, 1.48, 1.09, 4.41, rern6,
2013-06-18,85.05, -159.37, 9.88, 1.85, 1.3, 5.52, rern6,
2013-06-19,84.39, -159.07, 11.76, 1.75, 1.25, 5.21, rern6,
2013-06-20,83.87, -158.68, 5.47, 1.47, 1.06, 4.4, rern6,
2013-06-21,83.57, -158.87, 6.44, 1.6, 1.15, 4.77, rern6,
2013-06-22,82.75, -158.23, 8.27, 1.42, 1.03, 4.28, rern6,
2013-06-23,83.95, -157.64, 13.30, 1.57, 1.12, 4.72, rern6,
2013-06-24,84.64, -159.31, 12.21, 1.56, 1.11, 4.69, rern6,
2013-06-25,83.15, -159.36, 15.32, 1.49, 1.06, 4.46, rern6,
2013-06-26,84.85, -159.33, 8.02, 1.6, 1.15, 4.83, rern6,
2013-06-27,83.44, -159.11, 6.95, 1.37, 0.99, 4.13, rern6,
2013-06-28,82.64, -158.71, 4.27, 1.54, 1.1, 4.75, rern6,
2013-06-29,83.94, -160.21, 4.62, 2.21, 1.49, 6.28, rern6,
2013-06-30,83.85, -160.10, 9.61, 1.49, 1.07, 4.5, rern6,
2013-07-01,83.27, -159.49, 9.54, 1.38, 1.01, 4.17, rern6,
2013-07-02,83.07, -161.01, 11.31, 1.56, 1.13, 4.71, rern6,
2013-07-03,83.34, -159.96, 10.08, 1.27, 0.93, 3.85, rern6,
2013-07-04,84.50, -160.15, 7.16, 1.3, 0.95, 3.94, rern6,
2013-07-05,84.78, -159.82, 6.24, 1.42, 1.04, 4.29, rern6,
2013-07-06,85.50, -160.69, 2.30, 1.65, 1.21, 5.06, rern6,
2013-07-07,85.61, -162.18, 6.33, 1.6, 1.17, 4.86, rern6,
2013-07-08,82.90, -160.51, 6.01, 1.43, 1.05, 4.32, rern6,
2013-07-09,82.73, -160.89, 7.35, 1.25, 0.92, 3.81, rern6,
2013-07-10,84.22, -160.60, 9.64, 1.37, 1.06, 4.16, rern6,
2013-07-11,82.74, -160.87, 4.98, 1.4, 1.06, 4.28, rern6,
2013-07-12,83.47, -160.81, 10.93, 1.25, 0.95, 3.84, rern6,
2013-07-13,82.39, -161.98, 10.18, 1.48, 1.09, 4.49, rern6,
2013-07-14,81.31, -160.63, 7.63, 1.63, 1.18, 5.09, rern6,
2013-07-15,82.48, -159.93, 7.08, 1.5, 1.09, 4.45, rern6,
2013-07-16,85.34, -160.76, 7.17, 1.84, 1.32, 5.59, rern6,
2013-07-17,83.38, -160.88, 9.03, 1.33, 0.97, 4.06, rern6,
2013-07-18,83.72, -161.58, 11.58, 1.37, 1, 4.17, rern6,
2013-07-19,85.01, -162.01, 8.87, 1.44, 1.06, 4.44, rern6,
2013-07-20,84.29, -162.19, 10.04, 1.51, 1.09, 4.58, rern6,
2013-07-21,84.30, -162.37, 10.06, 1.31, 0.97, 3.96, rern6,
2013-07-22,84.57, -162.31, 10.41, 1.33, 0.97, 4.05, rern6,
2013-07-23,83.97, -160.38, 7.78, 1.3, 0.95, 3.94, rern6,
2013-07-24,84.09, -161.29, 9.44, 1.43, 1.05, 4.44, rern6,
2013-07-25,83.99, -161.39, 7.45, 1.35, 1.02, 4.19, rern6,
2013-07-26,84.93, -162.38, 8.82, 1.29, 0.98, 3.9, rern6,
2013-07-27,83.54, -161.67, 9.21, 1.6, 1.15, 4.85, rern6,
2013-07-28,83.81, -160.75, 9.70, 1.32, 0.99, 4.01, rern6,
2013-07-29,83.92, -161.09, 9.89, 1.4, 1.01, 4.23, rern6,
2013-07-30,83.05, -160.41, 7.79, 1.28, 0.92, 3.85, rern6,
2013-07-31,84.10, -160.73, 5.07, 1.4, 1.02, 4.26, rern6,
2013-08-01,84.74, -162.50, 9.57, 1.38, 0.99, 4.19, rern6,
2013-08-02,84.20, -161.10, 15.01, 1.67, 1.18, 5.04, rern6,
2013-08-03,85.88, -165.57, 16.97, 2.31, 1.6, 7.07, rern6,
2013-08-04,85.11, -163.37, 16.26, 1.37, 0.99, 4.14, rern6,
2013-08-05,84.35, -162.97, 12.23, 1.29, 0.93, 3.92, rern6,
2013-08-06,84.05, -161.75, 12.44, 1.36, 0.99, 4.14, rern6,
2013-08-07,85.22, -163.60, 14.97, 1.79, 1.27, 5.38, rern6,
2013-08-08,85.13, -163.39, 17.19, 1.61, 1.16, 4.91, rern6,
2013-08-09,83.90, -163.16, 12.05, 1.55, 1.11, 4.71, rern6,
2013-08-10,84.51, -165.43, 17.39, 1.5, 1.09, 4.55, rern6,
2013-08-11,85.58, -165.53, 13.49, 1.55, 1.11, 4.72, rern6,
2013-08-12,84.07, -164.18, 15.37, 1.34, 0.98, 4.08, rern6,
2013-08-13,84.73, -163.57, 12.42, 1.4, 1.03, 4.32, rern6,
2013-08-14,84.68, -162.17, 16.24, 1.43, 1.06, 4.35, rern6,
2013-08-15,85.54, -164.47, 19.86, 1.55, 1.15, 4.7, rern6,
2013-08-16,85.81, -164.01, 16.13, 1.61, 1.17, 4.91, rern6,
2013-08-17,86.72, -167.43, 21.50, 1.5, 1.1, 4.58, rern6,
2013-08-18,85.56, -166.90, 21.18, 1.47, 1.08, 4.53, rern6,
2013-08-19,85.99, -165.81, 22.56, 1.35, 0.99, 4.14, rern6,
2013-08-20,86.36, -165.27, 17.86, 1.44, 1.07, 4.42, rern6,
2013-08-21,86.23, -165.78, 17.71, 1.61, 1.16, 4.9, rern6,
2013-08-22,86.31, -165.91, 21.02, 1.22, 0.9, 3.75, rern6,
2013-08-23,86.40, -166.72, 21.24, 1.68, 1.22, 5.1, rern6,
2013-08-24,83.98, -166.36, 21.75, 1.28, 0.94, 3.92, rern6,
2013-08-25,84.56, -165.99, 18.53, 1.52, 1.12, 4.67, rern6,
2013-08-26,85.24, -165.56, 16.36, 1.54, 1.12, 4.7, rern6,
2013-08-27,85.60, -165.71, 13.36, 1.67, 1.21, 5.11, rern6,
2013-08-28,85.82, -166.58, 16.83, 1.38, 1.02, 4.22, rern6,
2013-08-29,87.43, -168.91, 22.64, 1.76, 1.27, 5.29, rern6,
2013-08-30,85.10, -166.55, 20.20, 1.31, 0.97, 4.03, rern6,
2013-08-31,85.28, -166.28, 13.91, 1.48, 1.09, 4.55, rern6,
2013-09-01,85.10, -165.39, 18.82, 1.4, 1.04, 4.33, rern6,
2013-09-02,84.70, -166.27, 16.49, 1.47, 1.12, 4.5, rern6,
2013-09-03,84.81, -167.36, 18.34, 2.05, 1.52, 6.24, rern6,
2013-09-04,86.44, -167.95, 19.43, 1.64, 1.2, 4.99, rern6,
2013-09-05,86.31, -167.33, 16.91, 1.57, 1.2, 4.76, rern6,
2013-09-06,86.22, -168.59, 16.30, 1.72, 1.29, 5.21, rern6,
2013-09-07,85.99, -168.36, 14.59, 1.78, 1.33, 5.42, rern6,
2013-09-08,86.90, -167.23, 14.04, 2.03, 1.48, 6.2, rern6,
2013-09-09,86.98, -168.07, 18.16, 1.69, 1.27, 5.16, rern6,
2013-09-10,86.38, -170.42, 13.20, 2.06, 1.5, 6.27, rern6,
2013-09-11,86.29, -169.05, 14.77, 1.74, 1.31, 5.32, rern6,
2013-09-12,86.34, -168.94, 14.58, 1.39, 1.05, 4.17, rern6,
2013-09-13,87.52, -168.30, 17.53, 1.65, 1.21, 5.02, rern6,
2013-09-14,88.63, -169.08, 11.32, 1.82, 1.38, 5.61, rern6,
2013-09-15,86.87, -168.98, 15.63, 1.76, 1.32, 5.38, rern6,
2013-09-16,86.48, -168.48, 20.90, 1.44, 1.09, 4.36, rern6,
2013-09-17,87.09, -169.81, 22.56, 1.52, 1.15, 4.62, rern6,
2013-09-18,88.52, -168.43, 25.27, 1.75, 1.3, 5.29, rern6,
2013-09-19,86.41, -168.50, 23.03, 2, 1.47, 6.08, rern6,
2013-09-20,86.23, -168.23, 21.84, 1.41, 1.07, 4.34, rern6,
2013-09-21,86.04, -169.28, 29.42, 1.53, 1.16, 4.71, rern6,
2013-09-22,87.46, -170.48, 24.36, 1.6, 1.2, 4.91, rern6,
2013-09-23,87.09, -170.07, 26.59, 1.47, 1.11, 4.53, rern6,
2013-09-24,87.31, -168.24, 15.14, 1.5, 1.14, 4.61, rern6,
2013-09-25,88.70, -168.49, 18.02, 1.72, 1.28, 5.28, rern6,
2013-09-26,88.14, -169.76, 18.54, 1.65, 1.23, 5.04, rern6,
2013-09-27,88.07, -169.92, 25.55, 1.39, 1.06, 4.26, rern6,
2013-09-28,87.13, -169.45, 26.95, 1.32, 1.01, 4.06, rern6,
2013-09-29,86.52, -169.56, 28.29, 1.32, 0.99, 4.05, rern6,
2013-09-30,86.60, -169.47, 22.39, 1.29, 0.98, 4, rern6,
2013-10-01,87.26, -169.03, 19.38, 1.26, 0.96, 3.87, rern6,
2013-10-02,86.56, -170.47, 14.49, 1.86, 1.34, 5.61, rern6,
2013-10-03,86.90, -170.55, 18.17, 1.73, 1.27, 5.3, rern6,
2013-10-04,87.19, -168.73, 13.84, 1.48, 1.11, 4.53, rern6,
2013-10-05,86.35, -169.44, 15.33, 1.29, 0.98, 3.96, rern6,
2013-10-06,87.39, -169.02, 19.66, 1.51, 1.13, 4.61, rern6,
2013-10-07,87.10, -167.11, 21.52, 1.42, 1.06, 4.39, rern6,
2013-10-08,86.51, -169.97, 18.61, 1.53, 1.14, 4.68, rern6,
2013-10-09,85.96, -167.96, 24.56, 1.96, 1.43, 5.98, rern6,
2013-10-10,86.31, -170.20, 21.20, 1.6, 1.18, 4.86, rern6,
2013-10-11,87.73, -170.00, 20.49, 1.68, 1.19, 4.96, rern6,
2013-10-12,88.06, -169.54, 20.51, 1.42, 1.06, 4.3, rern6,
2013-10-13,88.58, -172.86, 19.20, 1.82, 1.33, 5.53, rern6,
2013-10-14,87.15, -171.69, 16.97, 1.91, 1.41, 5.69, rern6,
2013-10-15,87.62, -169.41, 11.17, 1.57, 1.15, 4.73, rern6,
2013-10-16,88.11, -168.95, 15.62, 1.95, 1.4, 5.91, rern6,
2013-10-17,88.39, -170.53, 15.70, 1.69, 1.25, 5.16, rern6,
2013-10-18,88.32, -171.40, 17.46, 1.79, 1.3, 5.34, rern6,
2013-10-19,87.10, -171.53, 17.08, 1.63, 1.21, 4.92, rern6,
2013-10-20,87.12, -170.00, 14.20, 1.73, 1.26, 5.21, rern6,
2013-10-21,87.10, -171.00, 15.37, 1.63, 1.18, 4.87, rern6,
2013-10-22,88.44, -171.09, 15.84, 1.66, 1.21, 4.98, rern6,
2013-10-23,87.72, -170.16, 16.48, 1.45, 1.07, 4.35, rern6,
2013-10-24,88.48, -170.36, 21.57, 1.7, 1.25, 5.07, rern6,
2013-10-25,86.76, -172.02, 13.36, 1.66, 1.21, 4.99, rern6,
2013-10-26,87.83, -169.31, 17.62, 1.7, 1.23, 5.08, rern6,
2013-10-27,87.44, -170.08, 17.76, 1.92, 1.38, 5.76, rern6,
2013-10-28,88.99, -173.42, 25.09, 2.31, 1.61, 6.93, rern6,
2013-10-29,85.94, -171.20, 20.43, 1.66, 1.21, 4.95, rern6,
2013-10-30,87.92, -173.01, 23.93, 1.87, 1.32, 5.59, rern6,
2013-10-31,87.70, -172.56, 23.99, 1.49, 1.12, 4.46, rern6,
2013-11-01,89.06, -172.23, 18.12, 1.47, 1.06, 4.3, rern6,
2013-11-02,88.68, -170.93, 14.91, 1.45, 1.06, 4.34, rern6,
2013-11-03,88.89, -171.40, 19.72, 1.67, 1.22, 5, rern6,
2013-11-04,89.29, -173.53, 20.21, 1.55, 1.14, 4.63, rern6,
2013-11-05,88.98, -172.88, 22.59, 1.73, 1.26, 5.23, rern6,
2013-11-06,88.67, -171.96, 14.71, 1.35, 0.98, 4.04, rern6,
2013-11-07,89.56, -172.05, 12.79, 1.63, 1.16, 4.84, rern6,
2013-11-08,88.85, -172.22, 18.55, 1.5, 1.07, 4.5, rern6,
2013-11-09,89.91, -171.72, 18.57, 1.74, 1.23, 5.14, rern6,
2013-11-10,89.14, -172.93, 19.96, 1.63, 1.16, 4.86, rern6,
2013-11-11,89.51, -173.24, 19.83, 1.77, 1.28, 5.2, rern6,
2013-11-12,89.92, -172.81, 17.17, 1.44, 1.03, 4.34, rern6,
2013-11-13,88.74, -172.25, 15.10, 1.52, 1.09, 4.59, rern6,
2013-11-14,89.40, -172.48, 18.39, 1.74, 1.23, 5.22, rern6,
2013-11-15,88.41, -173.14, 25.40, 1.72, 1.22, 5.14, rern6,
2013-11-16,88.86, -172.92, 23.75, 1.55, 1.11, 4.66, rern6,
2013-11-17,90.21, -172.92, 18.57, 1.44, 1.03, 4.29, rern6,
2013-11-18,90.41, -172.87, 15.03, 1.37, 0.97, 4.07, rern6,
2013-11-19,90.46, -173.06, 17.73, 1.27, 0.92, 3.9, rern6,
2013-11-20,89.55, -172.75, 19.45, 1.32, 0.93, 3.94, rern6,
2013-11-21,89.86, -172.74, 18.66, 1.27, 0.9, 3.79, rern6,
2013-11-22,89.28, -174.64, 19.25, 1.73, 1.22, 5.2, rern6,
2013-11-23,88.98, -173.53, 22.76, 1.67, 1.18, 5, rern6,
2013-11-24,91.39, -174.46, 16.92, 1.52, 1.07, 4.55, rern6,
2013-11-25,90.54, -174.02, 16.07, 1.48, 1.05, 4.42, rern6,
2013-11-26,92.38, -176.03, 15.82, 1.54, 1.06, 4.57, rern6,
2013-11-27,91.58, -174.62, 15.91, 1.42, 1, 4.26, rern6,
2013-11-28,89.63, -173.32, 22.04, 1.62, 1.11, 4.8, rern6,
2013-11-29,90.64, -174.18, 20.75, 1.46, 1.05, 4.38, rern6,
2013-11-30,90.34, -174.40, 16.27, 1.34, 0.95, 4.01, rern6,
2013-12-01,91.21, -174.31, 16.91, 1.39, 0.98, 4.19, rern6,
2013-12-02,91.39, -174.45, 11.94, 1.79, 1.43, 5.37, rern6,
2013-12-03,91.78, -173.48, 9.08, 1.35, 0.95, 4, rern6,
2013-12-04,90.90, -171.29, 6.78, 1.41, 0.99, 4.22, rern6,
2013-12-05,91.22, -173.89, 10.15, 1.49, 1.08, 4.55, rern6,
2013-12-06,91.93, -174.37, 13.71, 1.46, 1.02, 4.4, rern6,
2013-12-07,92.10, -174.30, 16.59, 1.42, 1.01, 4.29, rern6,
2013-12-08,90.22, -173.62, 14.73, 1.52, 1.08, 4.57, rern6,
2013-12-09,90.94, -174.35, 17.60, 1.67, 1.16, 4.98, rern6,
2013-12-10,93.36, -175.24, 18.80, 1.44, 1.01, 4.31, rern6,
2013-12-11,91.40, -174.73, 20.46, 1.53, 1.06, 4.57, rern6,
2013-12-12,91.26, -175.10, 20.33, 1.49, 1.04, 4.43, rern6,
2013-12-13,92.64, -176.57, 22.87, 1.51, 1.06, 4.54, rern6,
2013-12-14,91.36, -175.22, 27.40, 1.64, 1.13, 4.9, rern6,
2013-12-15,90.91, -175.14, 27.03, 1.44, 1.01, 4.31, rern6,
2013-12-16,92.09, -175.10, 20.69, 1.51, 1.05, 4.52, rern6,
2013-12-17,91.87, -175.63, 19.42, 1.3, 0.91, 3.93, rern6,
2013-12-18,92.39, -175.31, 18.03, 1.28, 0.89, 3.85, rern6,
2013-12-19,93.92, -176.53, 22.73, 1.49, 1.04, 4.51, rern6,
2013-12-20,94.33, -176.22, 24.48, 1.35, 0.95, 4.07, rern6,
2013-12-21,92.43, -176.72, 27.05, 1.49, 1.05, 4.5, rern6,
2013-12-22,91.63, -177.65, 22.08, 1.6, 1.11, 4.83, rern6,
2013-12-23,90.35, -174.84, 22.28, 1.53, 1.07, 4.62, rern6,
2013-12-24,91.33, -176.12, 18.24, 1.47, 1.03, 4.42, rern6,
2013-12-25,91.58, -176.06, 19.07, 1.61, 1.14, 4.79, rern6,
2013-12-26,92.12, -176.77, 17.97, 1.43, 1.01, 4.35, rern6,
2013-12-27,89.62, -177.02, 19.33, 1.52, 1.06, 4.58, rern6,
2013-12-28,93.15, -178.39, 14.56, 1.6, 1.12, 4.87, rern6,
2013-12-29,92.22, -176.04, 13.12, 1.48, 1.04, 4.5, rern6,
2013-12-30,93.55, -177.37, 16.75, 1.48, 1.04, 4.51, rern6,
2013-12-31,91.85, -177.60, 14.18, 1.84, 1.29, 5.39, rern6,
2014-01-01,92.41, -179.06, 23.72, 1.91, 1.34, 5.88, rern6,
2014-01-02,92.75, -177.77, 21.02, 1.58, 1.11, 4.87, rern6,
2014-01-03,91.29, -175.38, 16.74, 1.47, 1.04, 4.5, rern6,
2014-01-04,91.25, -177.09, 11.86, 1.53, 1.08, 4.68, rern6,
2014-01-05,93.95, -178.91, 14.94, 1.69, 1.18, 5.15, rern6,
2014-01-06,93.86, -178.74, 11.23, 1.67, 1.16, 5.01, rern6,
2014-01-07,91.83, -177.38, 12.78, 1.51, 1.05, 4.55, rern6,
2014-01-08,91.96, -177.99, 21.13, 1.51, 1.06, 4.6, rern6,
2014-01-09,90.24, -176.58, 23.29, 1.34, 0.94, 4.04, rern6,
2014-01-10,90.08, -177.12, 21.12, 1.47, 1.03, 4.37, rern6,
2014-01-11,90.46, -177.94, 22.90, 1.31, 0.92, 3.98, rern6,
2014-01-12,91.88, -178.32, 24.37, 1.33, 0.94, 4, rern6,
2014-01-13,92.20, -178.08, 18.38, 1.38, 0.98, 4.19, rern6,
2014-01-14,94.00, -178.22, 19.53, 1.77, 1.24, 5.35, rern6,
2014-01-15,92.77, -177.99, 20.67, 1.64, 1.17, 4.98, rern6,
2014-01-16,93.47, -178.61, 21.38, 1.86, 1.31, 5.6, rern6,
2014-01-17,95.38, -182.12, 22.55, 2.18, 1.5, 6.66, rern6,
2014-01-18,90.42, -178.59, 20.44, 1.58, 1.12, 4.77, rern6,
2014-01-19,91.28, -177.00, 16.37, 1.67, 1.18, 5.07, rern6,
2014-01-20,94.46, -181.19, 12.14, 1.82, 1.28, 5.54, rern6,
2014-01-21,92.27, -180.13, 11.83, 1.6, 1.14, 4.91, rern6,
2014-01-22,91.46, -180.80, 16.04, 1.64, 1.16, 4.98, rern6,
2014-01-23,91.05, -179.21, 15.62, 1.67, 1.2, 5.14, rern6,
2014-01-24,90.90, -178.89, 17.05, 1.6, 1.15, 4.91, rern6,
2014-01-25,96.66, -181.29, 8.38, 2.01, 1.42, 6.26, rern6,
2014-01-26,97.38, -185.39, 13.13, 2.04, 1.43, 6.23, rern6,
2014-01-27,99.35, -185.55, 6.93, 1.7, 1.22, 5.24, rern6,
2014-01-28,98.76, -185.77, 9.04, 1.5, 1.08, 4.59, rern6,
2014-01-29,98.19, -185.61, 10.50, 1.39, 1, 4.27, rern6,
2014-01-30,96.79, -182.95, 12.04, 1.39, 1, 4.24, rern6,
2014-01-31,97.49, -183.80, 10.87, 1.37, 1, 4.21, rern6,
2014-02-01,97.93, -185.20, 12.09, 1.34, 0.98, 4.05, rern6,
2014-02-02,98.78, -185.32, 8.09, 1.32, 0.96, 4.05, rern6,
2014-02-03,99.21, -185.04, 2.81, 1.39, 1, 4.24, rern6,
2014-02-04,100.69, -185.53, -0.59, 1.34, 0.97, 4.12, rern6,
2014-02-05,98.47, -184.25, 1.60, 1.33, 0.96, 4.08, rern6,
2014-02-06,99.03, -186.09, 6.46, 1.37, 1, 4.23, rern6,
2014-02-07,99.99, -187.51, 12.77, 1.46, 1.12, 4.65, rern6,
2014-02-08,100.30, -186.61, 10.69, 1.42, 1.03, 4.4, rern6,
2014-02-09,100.19, -186.40, 9.37, 1.39, 1.01, 4.29, rern6,
2014-02-10,100.98, -187.72, 9.86, 1.33, 0.96, 4.07, rern6,
2014-02-11,99.09, -186.50, 13.71, 1.25, 0.91, 3.88, rern6,
2014-02-12,98.44, -187.42, 22.25, 1.3, 0.94, 3.98, rern6,
2014-02-13,98.96, -186.29, 21.50, 1.4, 1.01, 4.29, rern6,
2014-02-14,99.86, -187.45, 24.06, 1.42, 1.02, 4.3, rern6,
2014-02-15,98.47, -187.11, 20.83, 1.35, 0.97, 4.12, rern6,
2014-02-16,98.32, -187.21, 23.03, 1.58, 1.17, 4.78, rern6,
2014-02-17,99.48, -186.92, 17.77, 1.53, 1.12, 4.7, rern6,
2014-02-18,100.84, -188.11, 12.95, 1.38, 1.02, 4.23, rern6,
2014-02-19,100.14, -187.13, 13.51, 1.79, 1.27, 5.27, rern6,
2014-02-20,101.38, -187.64, 8.62, 1.59, 1.22, 4.84, rern6,
2014-02-21,101.29, -186.27, 6.97, 1.34, 0.97, 4.08, rern6,
2014-02-22,101.30, -186.72, 8.15, 1.33, 0.96, 4.07, rern6,
2014-02-23,102.82, -186.75, 8.20, 1.48, 1.06, 4.4, rern6,
2014-02-24,102.32, -186.91, 9.29, 1.25, 0.93, 3.8, rern6,
2014-02-25,102.49, -187.12, 6.17, 1.36, 1.02, 4.13, rern6,
2014-02-26,102.31, -187.70, 7.90, 1.58, 1.15, 4.73, rern6,
